UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7385,L54564,299.7,310.4,1614,36.2,108,0,0,0,0,0,0
7386,M22245,299.8,310.5,1375,53.9,110,0,0,0,0,0,0
7387,M22246,299.8,310.6,1574,31.8,113,0,0,0,0,0,0
7388,H36801,299.8,310.6,1423,44.6,116,0,0,0,0,0,0
7389,M22248,299.8,310.6,1694,31.3,121,0,0,0,0,0,0
7390,L54569,299.8,310.6,1707,32.5,124,0,0,0,0,0,0
7391,M22250,299.7,310.5,1490,41.2,126,0,0,0,0,0,0
7392,L54571,299.7,310.6,1675,31.3,129,0,0,0,0,0,0
7393,M22252,299.7,310.5,1492,39.3,131,0,0,0,0,0,0
7394,M22253,299.7,310.5,1594,35.4,134,0,0,0,0,0,0
7395,L54574,299.7,310.6,1479,38.0,137,0,0,0,0,0,0
7396,M22255,299.7,310.6,1572,38.0,139,0,0,0,0,0,0
7397,L54576,299.7,310.6,1616,35.1,142,0,0,0,0,0,0
7398,L54577,299.7,310.6,1737,26.1,144,0,0,0,0,0,0
7399,M22258,299.7,310.7,1498,37.8,146,0,0,0,0,0,0
7400,L54579,299.6,310.6,1642,35.1,149,0,0,0,0,0,0
7401,M22260,299.6,310.6,1633,34.2,151,0,0,0,0,0,0
7402,L54581,299.8,310.8,1409,51.9,154,0,0,0,0,0,0
7403,M22262,299.8,310.8,1463,43.5,156,0,0,0,0,0,0
7404,L54583,299.8,310.8,1376,48.6,159,0,0,0,0,0,0
7405,L54584,299.8,310.8,1553,32.2,161,0,0,0,0,0,0
7406,M22265,299.8,310.8,1530,35.2,163,0,0,0,0,0,0
7407,L54586,299.8,310.9,1545,40.7,166,0,0,0,0,0,0
7408,H36821,299.8,310.9,1427,47.2,168,0,0,0,0,0,0
7409,L54588,299.9,310.9,1292,51.1,173,0,0,0,0,0,0
7410,L54589,299.8,310.9,2084,17.6,175,0,0,0,0,0,0
7411,L54590,299.9,311.0,1747,27.6,177,0,0,0,0,0,0
7412,L54591,300.0,311.1,1425,47.8,179,0,0,0,0,0,0
7413,L54592,300.0,311.0,1637,33.6,181,0,0,0,0,0,0
7414,M22273,300.1,311.1,1616,35.2,183,0,0,0,0,0,0
7415,L54594,300.1,311.1,1619,33.4,186,0,0,0,0,0,0
7416,L54595,300.1,311.2,1489,39.1,188,0,0,0,0,0,0
7417,M22276,300.1,311.2,1452,42.4,190,0,0,0,0,0,0
7418,M22277,300.1,311.3,1495,41.0,193,0,0,0,0,0,0
7419,M22278,300.2,311.4,1427,39.7,196,0,0,0,0,0,0
7420,L54599,300.1,311.4,1572,36.2,199,0,0,0,0,0,0
7421,L54600,300.1,311.3,1547,40.0,201,0,0,0,0,0,0
7422,M22281,300.1,311.4,1342,48.5,203,0,0,0,0,0,0
7423,L54602,300.0,311.2,1351,44.1,206,0,0,0,0,0,0
7424,L54603,300.0,311.3,1407,47.3,208,0,0,0,0,0,0
7425,M22284,300.1,311.4,1575,29.8,210,0,0,0,0,0,0
7426,M22285,300.0,311.4,1791,24.1,213,0,0,0,0,0,0
7427,M22286,300.0,311.4,1692,29.0,216,1,1,0,0,0,0
7428,L54607,300.0,311.4,1634,31.9,0,0,0,0,0,0,0
7429,M22288,300.0,311.4,1864,23.3,2,0,0,0,0,0,0
7430,L54609,300.0,311.4,1590,33.6,5,0,0,0,0,0,0
7431,M22290,300.0,311.4,1384,46.1,7,0,0,0,0,0,0
7432,M22291,300.0,311.4,1352,61.8,10,0,0,0,0,0,0
7433,L54612,300.1,311.4,1484,43.1,13,0,0,0,0,0,0
7434,M22293,300.1,311.4,1913,21.9,15,0,0,0,0,0,0
7435,L54614,300.0,311.4,1508,38.2,18,0,0,0,0,0,0
7436,L54615,299.9,311.3,1504,40.7,20,0,0,0,0,0,0
7437,L54616,300.0,311.4,1487,41.2,22,0,0,0,0,0,0
7438,L54617,299.8,311.3,1727,30.0,24,0,0,0,0,0,0
7439,L54618,299.9,311.3,1647,27.5,26,0,0,0,0,0,0
7440,L54619,300.0,311.3,1493,41.4,28,0,0,0,0,0,0
7441,L54620,300.0,311.4,1655,29.6,30,0,0,0,0,0,0
7442,M22301,299.9,311.4,1337,54.8,32,0,0,0,0,0,0
7443,L54622,300.0,311.5,1601,36.9,35,0,0,0,0,0,0
7444,H36857,300.1,311.6,1589,37.9,37,0,0,0,0,0,0
7445,L54624,300.2,311.7,1286,55.1,42,0,0,0,0,0,0
7446,L54625,300.2,311.7,1553,41.3,44,0,0,0,0,0,0
7447,L54626,300.2,311.8,1379,51.0,46,0,0,0,0,0,0
7448,M22307,300.3,311.9,1677,30.8,48,0,0,0,0,0,0
7449,L54628,300.3,311.8,1488,38.4,51,0,0,0,0,0,0
7450,L54629,300.3,311.8,1418,45.9,53,0,0,0,0,0,0
7451,L54630,300.3,311.8,1451,41.0,55,0,0,0,0,0,0
7452,L54631,300.3,311.8,1508,43.1,57,0,0,0,0,0,0
7453,L54632,300.3,311.7,1579,33.6,59,0,0,0,0,0,0
7454,H36867,300.3,311.7,1432,47.7,61,0,0,0,0,0,0
7455,L54634,300.2,311.6,1446,47.3,66,0,0,0,0,0,0
7456,M22315,300.2,311.7,1597,39.5,68,0,0,0,0,0,0
7457,M22316,300.2,311.7,1397,50.2,71,0,0,0,0,0,0
7458,L54637,300.1,311.6,1530,36.6,74,0,0,0,0,0,0
7459,M22318,300.1,311.6,1433,51.4,76,0,0,0,0,0,0
7460,L54639,300.0,311.5,1591,32.0,79,0,0,0,0,0,0
7461,L54640,300.0,311.5,1445,41.6,81,0,0,0,0,0,0
7462,L54641,300.0,311.5,1749,28.3,83,0,0,0,0,0,0
7463,L54642,300.0,311.3,1703,30.4,85,0,0,0,0,0,0
7464,H36877,300.1,311.4,1518,46.9,87,0,0,0,0,0,0
7465,L54644,300.1,311.3,1535,42.3,92,0,0,0,0,0,0
7466,M22325,300.1,311.4,1390,52.1,94,0,0,0,0,0,0
7467,H36880,300.3,311.6,1801,23.6,97,0,0,0,0,0,0
7468,H36881,300.3,311.6,1463,41.6,102,0,0,0,0,0,0
7469,L54648,300.3,311.6,1560,37.7,107,0,0,0,0,0,0
7470,L54649,300.3,311.6,1607,33.5,109,0,0,0,0,0,0
7471,L54650,300.4,311.6,1332,54.6,111,0,0,0,0,0,0
7472,L54651,300.3,311.7,1365,53.3,113,0,0,0,0,0,0
7473,M22332,300.3,311.6,1617,32.5,115,0,0,0,0,0,0
7474,M22333,300.3,311.6,1304,62.8,118,0,0,0,0,0,0
7475,L54654,300.3,311.7,1989,22.3,121,0,0,0,0,0,0
7476,H36889,300.3,311.6,1339,53.4,123,0,0,0,0,0,0
7477,L54656,300.2,311.5,1492,41.8,128,0,0,0,0,0,0
7478,M22337,300.1,311.3,1518,40.2,130,0,0,0,0,0,0
7479,L54658,300.1,311.3,1479,39.5,133,0,0,0,0,0,0
7480,M22339,300.1,311.3,1523,34.1,135,0,0,0,0,0,0
7481,M22340,300.2,311.4,1570,35.3,138,0,0,0,0,0,0
7482,H36895,300.2,311.4,1506,36.1,141,0,0,0,0,0,0
7483,M22342,300.2,311.6,1510,47.5,146,0,0,0,0,0,0
7484,L54663,300.2,311.6,1671,28.8,149,0,0,0,0,0,0
7485,M22344,300.3,311.6,1312,53.4,151,0,0,0,0,0,0
7486,L54665,300.3,311.6,1595,38.8,154,0,0,0,0,0,0
7487,L54666,300.3,311.7,1635,31.8,156,0,0,0,0,0,0
7488,L54667,300.3,311.7,1707,33.6,158,0,0,0,0,0,0
7489,L54668,300.3,311.7,1545,43.5,160,0,0,0,0,0,1
7490,M22349,300.2,311.6,1751,28.0,162,0,0,0,0,0,0
7491,M22350,300.4,311.8,1707,30.0,165,0,0,0,0,0,0
7492,L54671,300.4,311.8,1320,57.9,168,0,0,0,0,0,0
7493,M22352,300.3,311.7,1319,51.4,170,0,0,0,0,0,0
7494,L54673,300.2,311.7,1448,54.2,173,0,0,0,0,0,0
7495,L54674,300.2,311.8,1436,48.2,175,0,0,0,0,0,0
7496,L54675,300.3,311.9,1609,34.0,177,0,0,0,0,0,0
7497,L54676,300.2,311.8,1464,44.5,179,0,0,0,0,0,0
7498,M22357,300.3,311.8,1483,45.1,181,0,0,0,0,0,0
7499,M22358,300.2,311.8,1748,28.5,184,0,0,0,0,0,0
7500,L54679,300.3,311.8,1746,26.3,187,0,0,0,0,0,0
7501,L54680,300.2,311.8,1410,51.4,189,0,0,0,0,0,0
7502,L54681,300.2,311.7,1640,30.8,191,0,0,0,0,0,0
7503,H36916,300.3,311.7,1655,29.9,193,0,0,0,0,0,0
7504,M22363,300.3,311.7,1646,28.9,198,0,0,0,0,0,0
7505,L54684,300.4,311.8,1589,42.0,201,0,0,0,0,0,0
7506,L54685,300.5,311.9,1546,39.4,203,0,0,0,0,0,0
7507,L54686,300.5,311.9,1511,41.8,205,0,0,0,0,0,0
7508,L54687,300.5,311.9,1750,28.3,207,0,0,0,0,0,0
7509,M22368,300.5,311.9,1730,27.5,209,0,0,0,0,0,0
7510,L54689,300.6,311.9,1372,60.1,212,1,0,0,0,1,0
7511,L54690,300.5,311.8,1524,38.9,214,1,1,0,0,0,0
7512,L54691,300.4,311.8,1601,36.1,0,0,0,0,0,0,0
7513,M22372,300.5,311.8,1636,34.4,2,0,0,0,0,0,0
7514,L54693,300.4,311.8,2261,14.9,5,0,0,0,0,0,0
7515,L54694,300.4,311.8,1636,32.3,7,0,0,0,0,0,0
7516,M22375,300.4,311.9,1335,58.3,9,0,0,0,0,0,0
7517,M22376,300.3,311.7,1236,57.5,12,0,0,0,0,0,0
7518,L54697,300.3,311.7,1445,47.3,15,0,0,0,0,0,0
7519,L54698,300.2,311.5,1500,40.8,17,0,0,0,0,0,0
7520,L54699,300.2,311.6,1999,21.0,19,0,0,0,0,0,0
7521,L54700,300.2,311.6,1529,35.5,21,0,0,0,0,0,0
7522,M22381,300.2,311.6,1467,40.7,23,0,0,0,0,0,0
7523,L54702,300.1,311.5,1334,54.0,26,0,0,0,0,0,0
7524,M22383,300.1,311.5,1343,46.2,28,0,0,0,0,0,0
7525,L54704,300.2,311.5,1639,31.1,31,0,0,0,0,0,0
7526,H36939,300.1,311.5,1383,49.1,33,0,0,0,0,0,0
7527,L54706,300.1,311.4,1660,31.4,38,0,0,0,0,0,0
7528,L54707,300.1,311.3,1470,45.2,40,0,0,0,0,0,0
7529,M22388,300.1,311.3,1748,26.6,42,0,0,0,0,0,0
7530,L54709,300.1,311.4,1467,35.7,45,0,0,0,0,0,0
7531,M22390,300.1,311.4,1617,39.3,47,0,0,0,0,0,0
7532,H36945,300.1,311.4,1377,56.7,50,0,0,0,0,0,0
7533,M22392,300.0,311.3,1629,32.1,55,0,0,0,0,0,0
7534,L54713,300.0,311.2,1504,37.9,58,0,0,0,0,0,0
7535,L54714,300.0,311.2,1418,47.3,60,0,0,0,0,0,0
7536,L54715,300.0,311.2,1629,31.7,62,0,0,0,0,0,0
7537,L54716,300.1,311.3,2579,12.5,64,1,0,0,1,0,0
7538,L54717,300.1,311.3,1305,64.7,66,0,0,0,0,0,0
7539,M22398,300.2,311.4,1450,38.5,68,0,0,0,0,0,0
7540,L54719,300.2,311.3,1487,36.9,71,0,0,0,0,0,0
7541,M22400,300.2,311.3,1587,31.2,73,0,0,0,0,0,0
7542,M22401,300.3,311.5,1528,40.9,76,0,0,0,0,0,0
7543,M22402,300.4,311.6,1401,49.9,79,0,0,0,0,0,0
7544,L54723,300.3,311.5,1446,45.0,82,0,0,0,0,0,0
7545,L54724,300.2,311.4,1425,44.2,84,0,0,0,0,0,0
7546,L54725,300.2,311.4,1891,22.6,86,0,0,0,0,0,0
7547,H36960,300.2,311.5,1454,42.8,88,0,0,0,0,0,0
7548,L54727,300.1,311.4,1430,40.9,93,0,0,0,0,0,0
7549,L54728,300.2,311.4,1495,43.6,95,0,0,0,0,0,0
7550,L54729,300.3,311.4,1544,41.6,97,0,0,0,0,0,0
7551,M22410,300.3,311.4,1554,34.3,99,0,0,0,0,0,0
7552,M22411,300.2,311.3,1491,37.3,102,0,0,0,0,0,0
7553,L54732,300.3,311.3,1525,40.7,105,0,0,0,0,0,0
7554,L54733,300.3,311.3,1505,39.6,107,0,0,0,0,0,0
7555,M22414,300.3,311.4,1371,50.2,109,0,0,0,0,0,0
7556,L54735,300.3,311.3,1332,60.5,112,0,0,0,0,0,0
7557,L54736,300.3,311.4,1471,37.0,114,0,0,0,0,0,0
7558,M22417,300.4,311.5,1750,27.3,116,0,0,0,0,0,0
7559,M22418,300.3,311.4,1386,48.1,119,0,0,0,0,0,0
7560,M22419,300.4,311.4,1355,56.2,122,0,0,0,0,0,0
7561,M22420,300.3,311.3,1377,53.8,125,0,0,0,0,0,0
7562,L54741,300.3,311.1,1388,49.4,128,0,0,0,0,0,0
7563,M22422,300.3,311.1,1350,58.7,130,0,0,0,0,0,0
7564,M22423,300.4,311.2,1831,23.4,133,0,0,0,0,0,0
7565,M22424,300.3,311.2,1381,65.2,136,1,0,0,1,0,0
7566,M22425,300.3,311.2,1783,25.6,139,0,0,0,0,0,0
7567,L54746,300.3,311.0,1613,34.7,142,0,0,0,0,0,0
7568,M22427,300.2,311.0,2370,14.7,144,0,0,0,0,0,0
7569,L54748,300.2,311.0,1627,33.7,147,0,0,0,0,0,0
7570,L54749,300.2,311.0,1255,71.8,149,1,0,0,1,0,0
7571,H36984,300.2,311.0,1777,27.5,151,0,0,0,0,0,0
7572,L54751,300.3,311.1,1606,30.9,156,0,0,0,0,0,0
7573,L54752,300.3,311.1,1676,28.6,158,0,0,0,0,0,0
7574,L54753,300.3,311.1,1605,37.1,160,0,0,0,0,0,0
7575,L54754,300.4,311.1,1487,37.4,162,0,0,0,0,0,0
7576,L54755,300.4,311.2,1471,46.5,164,0,0,0,0,0,0
7577,M22436,300.3,311.1,1477,44.2,166,0,0,0,0,0,0
7578,L54757,300.4,311.2,1530,32.0,169,0,0,0,0,0,0
7579,L54758,300.4,311.2,1673,28.9,171,0,0,0,0,0,0
7580,L54759,300.4,311.2,1436,56.8,173,0,0,0,0,0,0
7581,L54760,300.4,311.3,1495,51.2,175,0,0,0,0,0,0
7582,M22441,300.4,311.2,1366,56.1,177,0,0,0,0,0,0
7583,H36996,300.4,311.2,1489,45.3,180,0,0,0,0,0,0
7584,L54763,300.3,311.1,1480,46.6,185,0,0,0,0,0,0
7585,L54764,300.4,311.2,1472,37.3,187,0,0,0,0,0,0
7586,L54765,300.4,311.1,1397,50.8,189,0,0,0,0,0,0
7587,L54766,300.4,311.1,1589,35.5,191,0,0,0,0,0,0
7588,L54767,300.4,311.1,1405,54.1,193,0,0,0,0,0,0
7589,L54768,300.4,311.1,2013,20.1,195,0,0,0,0,0,0
7590,L54769,300.4,311.0,1802,26.0,197,0,0,0,0,0,0
7591,M22450,300.4,311.0,1433,46.1,199,0,0,0,0,0,0
7592,M22451,300.5,311.1,1296,61.3,202,1,0,0,0,1,0
7593,M22452,300.5,311.2,1551,36.6,205,0,0,0,0,0,0
7594,L54773,300.5,311.2,1270,67.5,208,1,0,0,0,1,0
7595,L54774,300.6,311.3,1531,38.5,0,0,0,0,0,0,0
7596,H37009,300.5,311.2,1397,45.2,2,0,0,0,0,0,0
7597,L54776,300.5,311.1,1547,37.2,7,0,0,0,0,0,0
7598,L54777,300.5,311.0,2074,18.9,9,0,0,0,0,0,0
7599,L54778,300.5,311.1,1491,42.6,11,0,0,0,0,0,0
7600,L54779,300.5,311.0,1759,28.3,13,0,0,0,0,0,0
7601,M22460,300.4,311.0,1595,35.4,15,0,0,0,0,0,0
7602,L54781,300.4,311.2,1351,62.0,18,0,0,0,0,0,0
7603,L54782,300.4,311.2,1705,28.7,20,0,0,0,0,0,0
7604,L54783,300.4,311.2,1406,43.6,22,0,0,0,0,0,0
7605,L54784,300.4,311.3,1639,34.6,24,0,0,0,0,0,0
7606,H37019,300.4,311.3,2026,20.3,26,0,0,0,0,0,0
7607,M22466,300.4,311.3,1350,56.5,31,0,0,0,0,0,0
7608,M22467,300.5,311.3,1468,41.1,34,0,0,0,0,0,0
7609,L54788,300.5,311.4,1642,27.1,37,0,0,0,0,0,0
7610,L54789,300.5,311.3,1490,41.8,39,0,0,0,0,0,0
7611,M22470,300.5,311.3,1507,43.4,41,0,0,0,0,0,0
7612,L54791,300.5,311.4,1611,32.7,44,0,0,0,0,0,0
7613,M22472,300.5,311.4,1743,27.6,46,0,0,0,0,0,0
7614,L54793,300.5,311.3,1475,46.3,49,0,0,0,0,0,0
7615,L54794,300.5,311.4,1432,47.5,51,0,0,0,0,0,0
7616,L54795,300.5,311.4,1442,47.0,53,0,0,0,0,0,0
7617,M22476,300.6,311.4,1468,40.4,55,0,0,0,0,0,0
7618,L54797,300.5,311.4,1556,45.3,58,0,0,0,0,0,0
7619,M22478,300.5,311.4,1312,51.4,60,0,0,0,0,0,0
7620,L54799,300.6,311.5,1459,47.0,63,0,0,0,0,0,0
7621,L54800,300.5,311.5,1651,36.9,65,0,0,0,0,0,0
7622,L54801,300.5,311.5,1490,38.4,67,0,0,0,0,0,0
7623,M22482,300.6,311.6,1473,31.5,69,0,0,0,0,0,0
7624,L54803,300.6,311.7,1734,29.9,72,0,0,0,0,0,0
7625,L54804,300.6,311.7,1507,45.5,74,0,0,0,0,0,0
7626,L54805,300.6,311.7,1556,34.9,76,0,0,0,0,0,0
7627,H37040,300.5,311.6,1351,53.5,78,0,0,0,0,0,0
7628,L54807,300.5,311.7,1445,44.8,83,0,0,0,0,0,0
7629,L54808,300.5,311.7,1619,32.7,85,0,0,0,0,0,0
7630,M22489,300.5,311.7,1269,64.0,87,0,0,0,0,0,0
7631,L54810,300.5,311.6,1534,37.7,90,0,0,0,0,0,0
7632,L54811,300.5,311.6,1444,49.3,92,0,0,0,0,0,0
7633,L54812,300.5,311.6,1744,26.8,94,0,0,0,0,0,0
7634,L54813,300.4,311.5,1441,44.6,96,0,0,0,0,0,0
7635,M22494,300.3,311.3,1506,40.7,98,0,0,0,0,0,0
7636,L54815,300.3,311.4,1526,38.5,101,0,0,0,0,0,0
7637,L54816,300.4,311.5,1704,29.7,103,0,0,0,0,0,0
7638,H37051,300.4,311.4,1445,52.4,105,0,0,0,0,0,0
7639,L54818,300.5,311.5,1661,35.9,110,0,0,0,0,0,0
7640,L54819,300.5,311.4,1466,41.8,112,0,0,0,0,0,0
7641,L54820,300.4,311.3,1608,35.1,114,0,0,0,0,0,0
7642,M22501,300.4,311.4,1352,57.3,116,0,0,0,0,0,0
7643,M22502,300.4,311.4,1604,31.7,119,0,0,0,0,0,0
7644,H37057,300.4,311.4,1427,50.7,122,0,0,0,0,0,0
7645,L54824,300.4,311.4,1424,44.6,127,0,0,0,0,0,0
7646,L54825,300.4,311.4,1662,29.3,129,0,0,0,0,0,0
7647,L54826,300.4,311.4,1936,23.9,131,0,0,0,0,0,0
7648,L54827,300.4,311.4,1728,31.7,133,0,0,0,0,0,0
7649,L54828,300.4,311.4,1552,28.8,135,0,0,0,0,0,0
7650,H37063,300.4,311.5,1662,29.0,137,0,0,0,0,0,0
7651,L54830,300.3,311.4,1343,57.7,142,0,0,0,0,0,0
7652,M22511,300.4,311.5,1476,32.6,144,0,0,0,0,0,0
7653,L54832,300.3,311.4,1346,51.1,147,0,0,0,0,0,0
7654,L54833,300.4,311.5,1492,44.6,149,0,0,0,0,0,0
7655,M22514,300.3,311.5,1540,41.5,151,0,0,0,0,0,0
7656,L54835,300.4,311.5,1596,32.5,154,0,0,0,0,0,0
7657,L54836,300.5,311.6,1541,47.8,156,0,0,0,0,0,0
7658,L54837,300.5,311.6,1661,30.0,158,0,0,0,0,0,0
7659,M22518,300.4,311.6,1359,55.4,160,0,0,0,0,0,0
7660,L54839,300.5,311.6,1528,42.4,163,0,0,0,0,0,0
7661,M22520,300.5,311.6,1246,52.9,165,0,0,0,0,0,0
7662,L54841,300.5,311.6,1575,32.5,168,0,0,0,0,0,0
7663,M22522,300.5,311.6,1658,30.4,170,0,0,0,0,0,0
7664,L54843,300.5,311.6,1385,54.8,173,0,0,0,0,0,0
7665,H37078,300.5,311.7,1454,50.3,175,0,0,0,0,0,0
7666,L54845,300.5,311.6,1497,40.5,180,0,0,0,0,0,0
7667,M22526,300.6,311.7,1424,50.8,182,0,0,0,0,0,0
7668,L54847,300.6,311.7,1528,43.9,185,0,0,0,0,0,0
7669,L54848,300.6,311.8,1539,37.0,187,0,0,0,0,0,0
7670,L54849,300.7,311.8,1336,58.4,189,1,0,0,0,1,0
7671,L54850,300.5,311.6,1525,37.6,191,0,0,0,0,0,0
7672,M22531,300.5,311.6,1456,51.1,193,0,0,0,0,0,0
7673,M22532,300.5,311.7,2141,17.2,196,0,0,0,0,0,0
7674,M22533,300.5,311.6,1476,39.1,199,0,0,0,0,0,0
7675,L54854,300.5,311.6,1509,47.2,202,0,0,0,0,0,0
7676,L54855,300.5,311.6,1447,45.4,204,0,0,0,0,0,0
7677,L54856,300.6,311.7,1448,49.1,206,0,0,0,0,0,0
7678,L54857,300.6,311.7,1428,52.6,208,0,0,0,0,0,0
7679,M22538,300.6,311.7,1389,52.1,210,0,0,0,0,0,0
7680,L54859,300.7,311.7,1635,32.4,213,0,0,0,0,0,0
7681,L54860,300.7,311.7,1395,43.7,215,0,0,0,0,0,0
7682,L54861,300.7,311.8,1443,43.7,217,0,0,0,0,0,0
7683,M22542,300.7,311.7,1412,49.1,219,0,0,0,0,0,0
7684,L54863,300.7,311.7,1524,43.5,222,0,0,0,0,0,0
7685,M22544,300.7,311.8,1407,42.4,224,0,0,0,0,0,0
7686,L54865,300.8,311.7,1397,43.5,227,0,0,0,0,0,0
7687,M22546,300.7,311.7,1504,36.9,229,0,0,0,0,0,0
7688,M22547,300.7,311.7,2097,18.9,232,1,1,0,0,0,0
7689,L54868,300.6,311.7,1553,39.8,0,0,0,0,0,0,0
7690,L54869,300.6,311.7,1432,39.2,2,0,0,0,0,0,0
7691,M22550,300.5,311.6,1577,36.5,4,0,0,0,0,0,0
7692,M22551,300.5,311.5,1370,56.1,7,0,0,0,0,0,0
7693,H37106,300.5,311.6,1506,36.2,10,0,0,0,0,0,0
7694,L54873,300.6,311.6,1964,21.4,15,0,0,0,0,0,0
7695,H37108,300.6,311.7,1500,36.7,17,0,0,0,0,0,0
7696,L54875,300.6,311.7,1488,47.7,22,0,0,0,0,0,0
7697,H37110,300.6,311.5,1282,60.2,24,0,0,0,0,0,0
7698,L54877,300.5,311.4,1400,45.1,29,0,0,0,0,0,0
7699,L54878,300.6,311.5,1419,38.6,31,0,0,0,0,0,0
7700,M22559,300.7,311.5,1441,40.6,33,0,0,0,0,0,0
7701,M22560,300.7,311.6,1348,62.5,36,0,0,0,0,0,0
7702,H37115,300.8,311.7,1468,38.7,39,0,0,0,0,0,0
7703,M22562,300.7,311.7,1701,30.8,44,0,0,0,0,0,0
7704,H37117,300.7,311.7,1864,23.6,47,0,0,0,0,0,0
7705,M22564,300.6,311.6,1630,31.8,52,0,0,0,0,0,0
7706,L54885,300.5,311.5,1316,49.7,55,0,0,0,0,0,0
7707,L54886,300.5,311.5,1708,31.2,57,0,0,0,0,0,0
7708,H37121,300.5,311.4,1679,27.5,59,0,0,0,0,0,0
7709,L54888,300.5,311.4,1709,32.3,64,0,0,0,0,0,0
7710,L54889,300.5,311.4,1445,41.5,66,0,0,0,0,0,0
7711,M22570,300.5,311.4,1390,51.9,68,0,0,0,0,0,0
7712,L54891,300.4,311.4,1309,55.5,71,0,0,0,0,0,0
7713,L54892,300.5,311.5,1499,37.6,73,0,0,0,0,0,0
7714,M22573,300.5,311.4,2072,18.8,75,0,0,0,0,0,0
7715,L54894,300.5,311.5,1487,43.0,78,0,0,0,0,0,0
7716,L54895,300.5,311.5,1302,49.6,80,0,0,0,0,0,0
7717,M22576,300.5,311.5,1378,48.2,82,0,0,0,0,0,0
7718,L54897,300.5,311.6,1365,53.0,85,0,0,0,0,0,0
7719,H37132,300.6,311.7,1427,44.6,87,0,0,0,0,0,0
7720,H37133,300.6,311.7,1535,33.3,92,0,0,0,0,0,0
7721,H37134,300.5,311.6,1476,41.7,97,0,0,0,0,0,0
7722,L54901,300.5,311.6,1425,42.4,102,0,0,0,0,0,0
7723,L54902,300.5,311.7,1409,54.7,104,0,0,0,0,0,0
7724,L54903,300.5,311.6,1730,30.2,106,0,0,0,0,0,0
7725,M22584,300.5,311.6,1454,41.4,108,0,0,0,0,0,0
7726,L54905,300.6,311.7,1744,26.9,111,0,0,0,0,0,0
7727,M22586,300.8,311.9,1761,29.0,113,0,0,0,0,0,0
7728,M22587,300.7,311.9,1657,30.9,116,0,0,0,0,0,0
7729,L54908,300.7,311.8,1420,47.0,119,0,0,0,0,0,0
7730,H37143,300.7,311.9,1329,59.2,121,0,0,0,0,0,0
7731,L54910,300.6,311.9,1472,44.2,126,0,0,0,0,0,0
7732,L54911,300.6,312.0,1566,30.1,128,0,0,0,0,0,0
7733,L54912,300.6,312.0,1430,42.7,130,0,0,0,0,0,0
7734,L54913,300.6,312.0,1481,40.9,132,0,0,0,0,0,0
7735,L54914,300.6,312.0,1670,29.4,134,0,0,0,0,0,0
7736,L54915,300.6,312.0,1406,55.1,136,0,0,0,0,0,0
7737,H37150,300.6,312.1,1354,46.9,138,0,0,0,0,0,0
7738,M22597,300.5,312.0,1985,19.3,143,0,0,0,0,0,0
7739,M22598,300.5,312.0,1263,60.8,146,0,0,0,0,0,0
7740,L54919,300.5,311.9,1576,31.1,149,0,0,0,0,0,0
7741,L54920,300.5,312.0,1453,45.1,151,0,0,0,0,0,0
7742,L54921,300.5,312.0,1478,39.0,153,0,0,0,0,0,0
7743,M22602,300.5,311.9,1323,57.9,155,0,0,0,0,0,0
7744,L54923,300.5,311.9,1710,28.4,158,0,0,0,0,0,0
7745,L54924,300.4,311.7,1314,59.5,160,0,0,0,0,0,0
7746,L54925,300.4,311.7,1460,39.6,162,0,0,0,0,0,0
7747,M22606,300.4,311.7,1508,45.4,164,0,0,0,0,0,0
7748,M22607,300.5,311.8,1331,55.3,167,0,0,0,0,0,0
7749,L54928,300.4,311.7,1515,47.4,170,0,0,0,0,0,0
7750,L54929,300.4,311.6,1674,33.0,172,0,0,0,0,0,0
7751,L54930,300.4,311.7,1444,51.2,174,0,0,0,0,0,0
7752,M22611,300.4,311.7,1398,42.6,176,0,0,0,0,0,0
7753,M22612,300.4,311.7,1832,24.2,179,0,0,0,0,0,0
7754,M22613,300.5,311.8,1591,42.0,182,0,0,0,0,0,0
7755,M22614,300.4,311.7,1478,39.9,185,0,0,0,0,0,0
7756,M22615,300.4,311.8,1362,47.6,188,0,0,0,0,0,0
7757,L54936,300.5,311.8,1368,57.9,191,1,0,0,0,1,0
7758,M22617,300.3,311.7,1723,28.3,193,0,0,0,0,0,0
7759,L54938,300.4,311.8,1689,30.8,196,0,0,0,0,0,0
7760,L54939,300.4,311.8,1272,59.2,198,1,0,0,0,1,0
7761,M22620,300.4,311.7,1511,33.0,200,0,0,0,0,0,0
7762,H37175,300.4,311.6,1715,30.8,203,0,0,0,0,0,0
7763,M22622,300.3,311.5,1400,43.8,0,0,0,0,0,0,0
7764,L54943,300.4,311.6,1200,76.6,3,1,0,0,1,0,0
7765,M22624,300.4,311.7,1555,38.7,5,0,0,0,0,0,0
7766,H37179,300.3,311.6,1427,56.2,8,0,0,0,0,0,0
7767,L54946,300.3,311.4,1318,52.7,13,0,0,0,0,0,0
7768,H37181,300.2,311.4,1319,54.6,15,0,0,0,0,0,0
7769,M22628,300.2,311.4,1960,20.9,20,0,0,0,0,0,0
7770,L54949,300.3,311.5,1552,38.9,23,0,0,0,0,0,0
